Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Comment,Response
CHEMBL1683572,,Cc1nc(N2C[C@H](N)[C@@H](N3CC(F)(F)CCC3=O)C2)cc(N2CCC(F)(F)C2)n1,IC50,'=',13.0,nM,,Active
CHEMBL1650404,,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(F)c1=O,IC50,'=',6.0,nM,,Active
CHEMBL1779693,,N[C@@H](CC(=O)N1CCN(Cc2ccccc2)C(=O)C1)Cc1cc(F)c(F)cc1F,IC50,'=',54.1,nM,,Active
CHEMBL443316,,CCCC[C@H]1CN(c2ccc(Cl)c(C(F)(F)F)c2)CC[C@H]1N,IC50,'=',2800.0,nM,,Inactive
CHEMBL234043,,CCCCC1CN(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC1N,IC50,'=',13400.0,nM,,Inactive
CHEMBL394662,,CCCC[C@H]1CN(c2ccccc2)CC[C@H]1N,IC50,'=',3500.0,nM,,Inactive
CHEMBL234413,,CCCCC1CN(C2CCCCC2)CCC1N,IC50,'=',45200.0,nM,,Inactive
CHEMBL232571,,CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1nnc(C2(C)CCCCC2)o1,IC50,'=',10.0,nM,,Active
CHEMBL399408,,CCC(C)(C)c1nnc(C(=O)[C@@H]2C[C@H](F)CN2C(=O)CNC(C)(C)C)o1,IC50,'=',20.0,nM,,Active
CHEMBL475246,,O=C([C@@H]1C[C@H](N2CCN(c3noc4ccccc34)CC2)CN1)N1CCC(F)(F)C1,IC50,'=',8.7,nM,,Active
CHEMBL385711,,C[C@@H]1C(=O)NCCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,IC50,'=',6.6,nM,,Active
CHEMBL383087,,CC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCSC1,IC50,'>',3000.0,nM,,Inactive
CHEMBL22294,,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,IC50,'=',21.0,nM,,Active
CHEMBL463277,,COc1ccc([C@H]2C[C@@H]2NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,IC50,'=',22.0,nM,,Active
CHEMBL600440,,COc1cc2c(cc1OC)[C@H]1C[C@@H](N)[C@H](N3CCCCC3=O)CN1CC2,IC50,'=',7800.0,nM,,Inactive
CHEMBL601937,,COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3cc(C)ccc3C)CN1CC2,IC50,'=',1.7,nM,,Active
CHEMBL591278,,COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3cccc(C(C)C)c3)CN1CC2,IC50,'=',5500.0,nM,,Inactive
CHEMBL235420,,N[C@H]1CN(c2cc(-c3ccccc3Cl)ncn2)C[C@@H]1c1ccccc1,IC50,'>',3000.0,nM,,Inactive
CHEMBL1951426,,CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(CC(=O)c3cccc(OC)c3)c(=O)c21,IC50,'=',15.0,nM,,Active
CHEMBL1951613,,CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,IC50,'=',7.5,nM,,Active
CHEMBL320672,,N#C[C@@H]1CCCCN1C(=O)[C@@H](N)CCN,IC50,'=',151000.0,nM,,Inactive
CHEMBL430661,,N[C@@H](CCNCCCc1ccccc1)C(=O)N1CCCCC1,IC50,'>',500000.0,nM,,Inactive
CHEMBL329966,,N[C@@H](CCN(Cc1ccc(Cl)cc1)Cc1ccc(Cl)cc1)C(=O)N1CCCCC1,IC50,'>',125000.0,nM,,Inactive
CHEMBL365414,,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN(C(=O)C[C@@H](N)Cc3ccccc3)C(Cc3ccccc3)C2)c1,IC50,'=',35000.0,nM,,Inactive
CHEMBL360425,,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN(C(=O)C[C@H](N)Cc3ccc(F)c(F)c3)[C@H](Cc3ccccc3)C2)c1,IC50,'=',30.0,nM,,Active
CHEMBL2385299,,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1ccnc2cccc(Cl)c12,IC50,'>',100000.0,nM,,Inactive
CHEMBL2385298,,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1c(O)cnc2ccccc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL2385295,,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1cc(O)nc2ccccc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL2417563,,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3cccc(Cl)c3)nn2)cc1,IC50,'=',10.45,nM,,Active
CHEMBL2418624,,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccccc3F)nn2)cc1,IC50,'=',19.54,nM,,Active
CHEMBL2418638,,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccncc3)nn2)cc1,IC50,'=',17.61,nM,,Active
CHEMBL145862,,NC(N)=NCCCC(N)C(=O)N1CCCCC1,IC50,'=',18100.0,nM,,Inactive
CHEMBL148954,,NCCCC(N)C(=O)N1CCSC1,IC50,'=',81000.0,nM,,Inactive
CHEMBL175977,,S=C(CNC1CCCCC1)N1CCCCC1,IC50,'>',1000000.0,nM,,Inactive
CHEMBL173824,,N#CC1CCC/C1=C(/F)CNCc1ccc(F)cc1,IC50,'>',1000000.0,nM,,Inactive
CHEMBL366856,,N#CC1CCC/C1=C(\F)CNCCc1ccccc1,IC50,'>',1000000.0,nM,,Inactive
CHEMBL366549,,N[C@@H](CC(=O)N1CCNCC1)Cc1ccc(F)c(F)c1,IC50,'=',3100.0,nM,,Inactive
CHEMBL187293,,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN(C(=O)C[C@H](N)Cc3ccccc3F)C(Cc3ccccc3)C2)c1,IC50,'=',34.0,nM,,Active
CHEMBL318212,,NCC[C@H](NC1CCNCC1)C(=O)N1CCCCC1,IC50,'>>',1000000.0,nM,,Inactive
CHEMBL101401,,NC(N)=NCC[C@H](N)C(=O)N1CCCCC1,IC50,'=',545000.0,nM,,Inactive
CHEMBL3329698,,Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)cc(C(F)(F)F)nc21,IC50,'>',100000.0,nM,,Inactive
CHEMBL3329697,,CCc1cc(N2CCC[C@@H](N)C2)c2c(n1)n(C)c(=O)n2Cc1ccccc1C#N,IC50,'>',100000.0,nM,,Inactive
CHEMBL3329693,,CC(=O)N[C@@H]1CCCN(c2ccnc3c2n(Cc2ccccc2C#N)c(=O)n3C)C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL3329631,,Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)c3ccccc3nc21,IC50,'=',1100.0,nM,,Inactive
CHEMBL9237,,COP(=O)(Oc1ccccc1-c1ccccc1O)C1CCCN1C(=O)[C@@H]1CCCN1,IC50,'=',47000.0,nM,,Inactive
CHEMBL3357763,,N[C@@H](CC(=O)N1[C@H](C(=O)Nc2ccccc2)C[C@@H]2CCCC[C@@H]21)Cc1cc(F)c(F)cc1F,IC50,'=',5810.0,nM,,Inactive
CHEMBL2058756,,N#Cc1ccc2oc(N3CCN([C@@H]4CN[C@H](C(=O)N5CCSC5)C4)CC3)nc2c1,IC50,'=',0.5,nM,,Active
CHEMBL209934,,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(CCO)CCCC1,IC50,'>',3000.0,nM,,Inactive
CHEMBL4856604,,COC(=O)c1cccc(Cn2c(=O)cc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c2=O)c1,IC50,'=',15.0,nM,,Active
CHEMBL1650413,,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c(c1=O)CCCC2,IC50,'=',13.0,nM,,Active
CHEMBL1650409,,Cc1nc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c(=O)c1C,IC50,'=',10.0,nM,,Active
CHEMBL461092,,N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)N1CCSC1,IC50,'=',3700.0,nM,,Inactive
CHEMBL83418,,CC[C@H](C)[C@H](N)C(=O)N1CCCCC1,IC50,'=',67000.0,nM,,Inactive
CHEMBL510594,,CC(C)[C@H](N)C(=O)N1CSC[C@H]1B(O)O,IC50,'=',22.0,nM,,Active
CHEMBL1683488,,N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccc(OCC(=O)O)cc1)Cc1cc(F)c(F)cc1F,IC50,'=',51.0,nM,,Active
CHEMBL3233833,,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1ccnc2cnccc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL429258,,C[C@@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@@H]1C(=O)N1CCOCC1,IC50,'=',20.0,nM,,Active
CHEMBL268527,,COC(=O)C(Cc1ccc(OP(=O)(Oc2ccc(CC(NC(C)=O)C(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1)NC(C)=O,IC50,'=',1400.0,nM,,Inactive
CHEMBL2147071,,CN(C)C(=O)c1ccc2c3nc(N4CCC[C@@H](N)C4)n(Cc4ccccc4Cl)c3c(=O)n(C)c2c1,IC50,'=',10.0,nM,,Active
CHEMBL2147072,,Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2ccc(C#N)cc21,IC50,'=',6.3,nM,,Active
CHEMBL2147074,,Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2ccc(CC(=O)O)cc21,IC50,'=',3.8,nM,,Active
CHEMBL2147059,,COc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c3cc(C(=O)O)ccc3n(C)c(=O)c21,IC50,'=',38.0,nM,,Active
CHEMBL2147069,,Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2cc(F)ccc2Cl)c2cc(C(=O)O)ccc21,IC50,'=',4.8,nM,,Active
CHEMBL231995,,COc1cccc(C2CN(c3ccc(OC)c(OC)c3)CCC2N)c1,IC50,'=',25600.0,nM,,Inactive
CHEMBL394165,,C[C@@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@@H]1C(=O)N1CCSCC1,IC50,'=',6.2,nM,,Active
CHEMBL234356,,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](CO)CN1,IC50,'=',6.3,nM,,Active
CHEMBL1650410,,CCc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,IC50,'=',17.0,nM,,Active
CHEMBL1779702,,N[C@@H](CC(=O)N1CCN(Cc2cccc(Cl)c2)C(=O)C1)Cc1cc(F)c(F)cc1F,IC50,'=',26.7,nM,,Active
CHEMBL1779691,,N[C@@H](CC(=O)N1CCN(Cn2nnc3ccccc32)C(=O)C1)Cc1cc(F)c(F)cc1F,IC50,'=',42.7,nM,,Active
CHEMBL1779698,,CCc1ccc(CN2CCN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CC2=O)cc1,IC50,'=',38.9,nM,,Active
CHEMBL1683480,,CN(C)C(=O)C1SCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,IC50,'=',1700.0,nM,,Inactive
CHEMBL2023067,,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Br)c[nH]c2c1=O,IC50,'=',1.4,nM,,Active
CHEMBL2022467,,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2[nH]c(Br)cc2c1=O,IC50,'=',2.64,nM,,Active
CHEMBL2022521,,N#C[C@@H]1CCCN1C(=O)CNC(=O)Cn1cc(-c2ccc(F)c(F)c2)nn1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2022525,,N#C[C@@H]1C[C@H](N=[N+]=[N-])CN1C(=O)CNC(=O)c1ccccc1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2022526,,N#C[C@@H]1C[C@H](N=[N+]=[N-])CN1C(=O)CNC(=O)c1cccc2ccccc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL2022535,,N#C[C@@H]1CCCCN1C(=O)CNC(=O)c1cccc2ccccc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL2159182,,Cn1c(=O)c2c(-c3ccccc3Br)c(CN)c(N)nc2n(C)c1=O,IC50,'=',17.0,nM,,Active
CHEMBL4858682,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(C(=O)N[C@@H](C)C(=O)O)c2)c1=O,IC50,'=',9.1,nM,,Active
CHEMBL4789965,,N#Cc1ccc(S(=O)(=O)Cc2nc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)cs2)cc1,IC50,'=',76790.0,nM,,Inactive
CHEMBL1082463,,CC(C)(CC(=O)N1CC[C@@H](O)C1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,'=',23.0,nM,,Active
CHEMBL2058973,,O=C([C@@H]1C[C@H](N2CCN(c3nccc4ccccc34)CC2)CN1)N1CCSC1,IC50,'=',0.61,nM,,Active
CHEMBL2147080,,Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2cc(C(N)=O)ccc21,IC50,'=',14.0,nM,,Active
CHEMBL2147083,,Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2cc(CC(=O)O)ccc21,IC50,'=',3.5,nM,,Active
CHEMBL2147058,,Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c3cc(C(=O)O)ccc3n(C)c(=O)c21,IC50,'=',11.0,nM,,Active
CHEMBL591277,,COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3cccc(C4CC4)c3)CN1CC2,IC50,'=',38.0,nM,,Active
CHEMBL2347035,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4ccc(Cl)cc4n3)c2c1=O,IC50,'=',11.4,nM,,Active
CHEMBL2147713,,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2F)n1,IC50,'=',0.85,nM,,Active
CHEMBL4175111,,CS(=O)(=O)c1ccc(-c2c[nH]c3c(=O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc23)cc1,IC50,'=',0.72,nM,,Active
CHEMBL4161924,,CS(=O)(=O)c1ccccc1-c1c[nH]c2c(=O)n(Cc3cc(F)ccc3C#N)c(N3CCC[C@@H](N)C3)nc12,IC50,'=',1.58,nM,,Active
CHEMBL2022506,,N#C[C@@H]1CCCN1C(=O)CNC(=O)Cc1cccs1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2022528,,N#C[C@@H]1C[C@H](F)CN1C(=O)CNC(=O)c1cccc2ccccc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL2425894,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(F)cc3n2)c1=O,IC50,'=',0.7,nM,,Active
CHEMBL3644787,,N[C@@H](CC(=O)N1CCc2c(nc(-c3ccncc3)nc2C(F)(F)F)C1)CN1C(=O)CCC(F)(F)[C@@H]1O,IC50,'=',10.0,nM,213303,Active
CHEMBL2159181,,Cn1c(=O)c2c(-c3ccccc3Cl)c(CN)c(N)nc2n(C)c1=O,IC50,'=',33.0,nM,,Active
CHEMBL2159185,,Cn1c(=O)c2c(-c3cc(Cl)ccc3Cl)c(CN)c(N)nc2n(C)c1=O,IC50,'=',29.0,nM,,Active
CHEMBL2159188,,Cn1c(=O)c2c(-c3cc(F)ccc3Br)c(CN)c(N)nc2n(C)c1=O,IC50,'=',4.8,nM,,Active
CHEMBL1819091,,CC[C@@]1(N)CCCN(c2cc3c(c(=O)n(C)c(=O)n3C)n2Cc2cc(F)ccc2C#N)C1,IC50,'=',26.0,nM,,Active
CHEMBL1814737,,N[C@@H](CCC(=O)N1CCN(Cc2ccc(F)cc2)CC1)C(=O)N1Cc2ccccc2C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL1814738,,O=C(CCC(=O)N1Cc2ccccc2C1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,IC50,'>',100000.0,nM,,Inactive
CHEMBL1814739,,N[C@@H](CC(=O)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)C(=O)N1Cc2ccc(F)cc2C1,IC50,'>',50000.0,nM,,Inactive
CHEMBL552404,,N#C[C@@H]1CS[C@H]2C[C@@H](NCCc3ccccc3)C(=O)N12,IC50,'>',16000.0,nM,,Inactive
CHEMBL184527,,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2cc(Cl)ccc2F)cc1)C(=O)O,IC50,'=',1.6,nM,,Active
CHEMBL34603,,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(Cl)cc1,IC50,'=',1400.0,nM,,Inactive
CHEMBL1082654,,CCO[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,IC50,'=',59.0,nM,,Active
CHEMBL248794,,Cc1ncn(-c2ccc(CN3C[C@H](N)[C@H](C(=O)N4CCC[C@H]4C#N)C3)cc2)n1,IC50,'=',5.3,nM,,Active
CHEMBL429115,,Cc1cc(CN2C[C@H](N)[C@H](C(=O)C3CCC[C@H]3C#N)C2)ccc1C#N,IC50,'=',1.3,nM,,Active
CHEMBL2425883,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccccc2)c1=O,IC50,'>',10000.0,nM,,Inactive
CHEMBL2425888,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(Br)ccc3n2)c1=O,IC50,'=',10.8,nM,,Active
CHEMBL2425884,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ncccn2)c1=O,IC50,'=',3.4,nM,,Active
CHEMBL3914236,,N#CC1CCCN1C(=O)CNC(=O)c1cncc2ccccc12,IC50,'>',100000.0,nM,406955,Inactive
CHEMBL2385293,,Cc1cc(C(=O)NCC(=O)N2CCC[C@H]2C#N)c2ccccc2n1,IC50,'>',100000.0,nM,406961,Inactive
CHEMBL4744633,,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(Cc2ccc(OC(F)(F)F)cc2)n1,IC50,'>',100000.0,nM,,Inactive
CHEMBL4750058,,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(Cc2ccccc2-c2ccc3ccccc3c2)n1,IC50,'>',100000.0,nM,,Inactive
CHEMBL4754490,,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(COc2ccc(Cl)c(Cl)c2)n1,IC50,'>',100000.0,nM,,Inactive
CHEMBL201753,,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)CCNCC(=O)N3CCC[C@H]3C#N)CC2)cc1,IC50,'=',1418.0,nM,,Inactive
CHEMBL3215830,,N[C@@H](CC(=O)N1C[C@H]2C[C@@H]1CN2C(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)N1Cc2ccccc2C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2206468,,N[C@@H](CC(=O)NC1(c2cccc(-c3cncs3)c2)CCS(=O)(=O)CC1)Cc1ccccc1F,IC50,'=',41.0,nM,,Active
CHEMBL4873384,,O=C1NC(=O)[C@@H](CCC(=O)N2CCN(c3cc(Cl)cc(Cl)c3)CC2)N1,IC50,'>',30000.0,nM,,Inactive
CHEMBL1814758,,N[C@@H](CC(=O)NC(c1ccc(F)cc1)c1ccc(F)cc1)C(=O)N1Cc2ccccc2C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL3216065,,COc1ccc2ccccc2c1CN[C@@H]1CN[C@H](C(=O)N2Cc3ccccc3C2)C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL4762306,,CSc1ccc(Cc2nc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)cs2)cc1,IC50,'>',100000.0,nM,,Inactive
CHEMBL4743736,,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(CCCc2ccc(Cl)c(Cl)c2)n1,IC50,'>',100000.0,nM,,Inactive
CHEMBL4781018,,N#Cc1ccc(CCCc2nc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)cs2)cc1,IC50,'=',82530.0,nM,,Inactive
CHEMBL4748332,,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(Cc2ccc(F)c(F)c2)n1,IC50,'>',100000.0,nM,,Inactive
CHEMBL4761499,,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(Cc2ccc(-n3cncn3)cc2)n1,IC50,'=',18710.0,nM,,Inactive
CHEMBL5220657,,C=COC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN,IC50,'=',0.13,nM,,Active
CHEMBL2147190,,Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2ccc(F)cc21,IC50,'=',66.0,nM,,Active
CHEMBL2147086,,Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2)c2cc(C(=O)O)ccc21,IC50,'=',64.0,nM,,Active
CHEMBL2147061,,Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccc(Cl)cc2)c2cc(C(=O)O)ccc21,IC50,'>',10000.0,nM,,Inactive
CHEMBL2147065,,Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2CC2CCCCC2)c2cc(C(=O)O)ccc21,IC50,'=',8900.0,nM,,Inactive
CHEMBL3233544,,N#C[C@@H]1CCCN1C(=O)CN(Cc1ccc(Cl)cc1)C(=O)c1ccnc2ccccc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL3233547,,COCCN(CC(=O)N1CCC[C@H]1C#N)Cc1ccnc2ccccc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL3233551,,N#C[C@@H]1CCCN1C(=O)Cn1cc(-c2ccc(F)cc2)nn1,IC50,'>',100000.0,nM,,Inactive
CHEMBL3233556,,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1ccnc(Br)c1,IC50,'>',100000.0,nM,,Inactive
CHEMBL4746891,,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(CSc2ccc(Cl)c(Cl)c2)n1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2022510,,COc1ccc(C(=O)NCC(=O)N2CCC[C@H]2C#N)cc1OC1CCCC1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2022529,,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1ccccc1,IC50,'>',100000.0,nM,,Inactive
CHEMBL1650407,,CC(C)(C)c1nc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c(=O)c1Br,IC50,'=',7400.0,nM,,Inactive
CHEMBL1683984,,N[C@@H](CC(=O)N1CCn2nnc(-c3ccc(F)cc3)c2C1)Cc1cc(F)c(F)cc1F,IC50,'=',45.2,nM,,Active
CHEMBL1683977,,N[C@@H](CC(=O)N1CCn2nncc2C1)Cc1cc(F)c(F)cc1F,IC50,'=',89.5,nM,,Active
CHEMBL564488,,N[C@@H](CC(=O)N1CCC[C@H]1CNc1ncccn1)Cc1cc(F)c(F)cc1F,IC50,'=',5.4,nM,,Active
CHEMBL552127,,CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)c1ccc(C#N)cn1,IC50,'=',4.0,nM,,Active
CHEMBL237140,,COc1ccc([C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)C[C@@H]2N)cc1,IC50,'>',3000.0,nM,,Inactive
CHEMBL237141,,CN(C)c1ccc([C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)C[C@@H]2N)cc1,IC50,'>',3000.0,nM,,Inactive
CHEMBL237357,,N[C@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1c1ccc(O)cc1,IC50,'>',3000.0,nM,,Inactive
CHEMBL383651,,C[C@@H](c1ccc(-c2cc(Br)c(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',69.0,nM,,Active
CHEMBL3357771,,N[C@@H](CC(=O)N1[C@H](COC(=O)C2CCC2)C[C@@H]2CCCC[C@@H]21)Cc1cc(F)c(F)cc1F,IC50,'=',70.0,nM,,Active
CHEMBL218459,,CC[C@@H]1C(=O)NCCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,IC50,'=',16.0,nM,,Active
CHEMBL377724,,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCSC1,IC50,'=',26.0,nM,,Active
CHEMBL227670,,COc1ccc2nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c(=O)c2c1,IC50,'=',8.0,nM,,Active
CHEMBL227464,,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2cccc(F)c2c1=O,IC50,'=',5.0,nM,,Active
CHEMBL463230,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(OC(F)(F)F)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,'=',20.0,nM,,Active
CHEMBL426335,,C[C@H](c1nc(-c2ccccc2OC(F)(F)F)no1)[C@H](N)C(=O)N1CCCC1,IC50,'=',12400.0,nM,,Inactive
CHEMBL2346928,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4cc(Cl)ccc4n3)c2c1=O,IC50,'=',60.1,nM,,Active
CHEMBL249620,,N[C@H]1CN(C(=O)c2ccc3ncccc3c2)C[C@H]1C(=O)N1CCCC1,IC50,'=',38.0,nM,,Active
CHEMBL248795,,N#C[C@@H]1CCCN1C(=O)[C@@H]1CN(Cc2cnc3ccccc3c2)C[C@@H]1N,IC50,'=',6.2,nM,,Active
CHEMBL1951422,,COc1cccc(C(=O)Cn2cnc3c(C#N)c(N4CCC[C@@H](N)C4)n(Cc4ccccc4)c3c2=O)c1,IC50,'=',25.0,nM,,Active
CHEMBL245545,,CC(=O)N(C)C1CCC([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1,IC50,'=',40.0,nM,,Active
CHEMBL250999,,N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@H]1Cc1ccc(C(F)(F)F)cc1)Cc1cc(F)c(F)cc1F,IC50,'=',4.0,nM,,Active
CHEMBL438547,,CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)N2Cc3ccccc3C2)[C@H](C)N1,IC50,'=',11.0,nM,,Active
CHEMBL260198,,C[C@@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@H]1C(=O)N(C)C,IC50,'=',1100.0,nM,,Inactive
CHEMBL184986,,N[C@@H](CC(=O)N1CCSC1)Cc1ccc(F)c(F)c1,IC50,'=',1700.0,nM,,Inactive
CHEMBL3112962,,NC[C@]1(c2ccccc2)CC[C@H](OCc2ccccc2)CC1,IC50,'=',19900.0,nM,,Inactive
CHEMBL2021541,,C[C@H]1CN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)Cc2ccc(C(F)(F)F)n21,IC50,'=',23.0,nM,,Active
