Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Comment,Response
CHEMBL370755,,CON(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',45.0,nM,,Active
CHEMBL192116,,COc1cc2c(cc1OC)C(C(C)C)N(C(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N)CC2,IC50,'=',47.0,nM,,Active
CHEMBL187699,,NC(C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=O)O)cc1)C1CCCCC1,IC50,'=',4200.0,nM,,Inactive
CHEMBL4762199,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCC(n3cc(-c4ccccc4)nn3)CC1)c(=O)n2C,IC50,'=',47.0,nM,,Active
CHEMBL1761685,,COc1ccc(/C=C/C(=O)C2=CC[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)cc1OC,IC50,'=',26200.0,nM,,Inactive
CHEMBL1083589,,N#C[C@@H]1CCCN1C(=O)CN[C@H]1C[C@H]2C[C@@H](O)C[C@H]2C1,IC50,'=',12.0,nM,,Active
CHEMBL1082653,,CO[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,IC50,'=',8.0,nM,,Active
CHEMBL1082973,,CN(C)C(=O)O[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,IC50,'=',65.0,nM,,Active
CHEMBL1082348,,CO[C@H]1C[C@H]2C[C@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,IC50,'=',47.0,nM,,Active
CHEMBL558647,,N[C@@H](CC(=O)N1CCC[C@H]1CN(C1CC1)S(=O)(=O)C(F)(F)F)Cc1cc(F)c(F)cc1F,IC50,'=',2.7,nM,,Active
CHEMBL564283,,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F)Cc1cc(F)c(F)cc1F,IC50,'=',12.0,nM,,Active
CHEMBL554908,,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1CC1(F)F)Cc1cc(F)c(F)cc1F,IC50,'=',1.3,nM,,Active
CHEMBL363250,,CC(C)(C)[C@H](N)C(=O)N1CCC[C@H]1C#N,IC50,'=',7.0,nM,,Active
CHEMBL563108,,CS(=O)(=O)c1ccccc1C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1ccccc1F,IC50,'=',27.0,nM,,Active
CHEMBL565056,,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1ccc(F)cc1)Cc1ccccc1F,IC50,'=',27.0,nM,,Active
CHEMBL205872,,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',29.0,nM,,Active
CHEMBL230602,,C[C@@H]1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)[C@H](Cc2ccccn2)C(=O)N1,IC50,'=',11.0,nM,,Active
CHEMBL2425893,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O,IC50,'=',0.4,nM,,Active
CHEMBL395762,,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,IC50,'=',2.0,nM,,Active
CHEMBL98060,,N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CCCC(F)C1,IC50,'=',500000.0,nM,,Inactive
CHEMBL190979,,C[C@@H](c1ccc(-c2cccc(-c3nc[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',98.0,nM,,Active
CHEMBL3675630,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1cccc3ccccc13)C1=NCCCN12,IC50,'=',44.3,nM,,Active
CHEMBL1684000,,N[C@@H](CC(=O)N1CCn2nnc(-c3cnco3)c2C1)Cc1cc(F)c(F)cc1F,IC50,'=',17.83,nM,,Active
CHEMBL1683981,,NC(=O)c1nnn2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2,IC50,'=',29.92,nM,,Active
CHEMBL3216066,,N[C@@H](CC(=O)N1CCN(Cc2ccc3ccccc3c2)CC1)C(=O)N1Cc2ccccc2C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL537586,,CC(C)N(C)C(=O)n1cnc(S(=O)(=O)C2CC3CCC2C3)n1,IC50,'=',9.0,nM,,Active
CHEMBL2425072,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1ccc(F)cc1F,IC50,'=',27.0,nM,,Active
CHEMBL3616915,,CC#CCn1c(N2CCNC(=O)C2)nc2c1c(=O)[nH]c(=O)n2C,IC50,'>',100000.0,nM,,Inactive
CHEMBL439836,,CS(=O)(=O)NCCS(=O)(=O)N[C@@H]1CC[C@@H]([C@H](N)C(=O)N2CCCC2)C1,IC50,'=',71.0,nM,,Active
CHEMBL4204176,,N#Cc1ccccc1Cn1c(N2CCNCC2)cc(=O)n2nccc12,IC50,'=',80.0,nM,,Active
CHEMBL23110,,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,IC50,'=',55.0,nM,,Active
CHEMBL346877,,CCC(C)C(N)C(=O)N1CCC1,IC50,'=',50400.0,nM,,Inactive
CHEMBL146190,,CCCC(N)C(=O)N1CCCCC1,IC50,'=',229000.0,nM,,Inactive
CHEMBL3687977,,CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C(F)(F)F)c1c2=O,IC50,'=',27.4,nM,305347,Active
CHEMBL3680628,,CC#CCn1c(N2CCCC(NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc(NCc3ccccc3)c3ccccc3n1)c(=O)n2C,IC50,'=',6.0,nM,247265,Active
CHEMBL393336,,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,IC50,'=',50.0,nM,,Active
CHEMBL358358,,CCC(C)C(N)C(=O)N1CCC(N=[N+]=[N-])C1,IC50,'=',107000.0,nM,,Inactive
CHEMBL3084939,,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(F)c(F)c2)CC1,IC50,'=',35.0,nM,,Active
CHEMBL3675628,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1ccc(OC)cc1)C1=NCCCN12,IC50,'=',38.6,nM,,Active
CHEMBL3675618,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCN12,IC50,'=',0.42,nM,,Active
CHEMBL2206471,,Cn1cncc1-c1cccc(C2(NC(=O)C[C@H](N)Cc3ccccc3F)CCS(=O)(=O)CC2)c1,IC50,'=',84.0,nM,,Active
CHEMBL2206476,,COc1cccc(-c2csc(C3(NC(=O)C[C@H](N)Cc4ccccc4F)CCS(=O)(=O)CC3)n2)c1,IC50,'=',24.0,nM,,Active
CHEMBL25211,,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,IC50,'=',22.0,nM,,Active
CHEMBL2147712,,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2cccc(F)c2)n1,IC50,'=',0.3,nM,,Active
CHEMBL2147774,,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccc(C#N)cn2)n1,IC50,'=',15.0,nM,,Active
CHEMBL2178970,,O=C([C@@H]1C[C@H](n2cc(COCc3ccccc3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,IC50,'>',100000.0,nM,,Inactive
CHEMBL97977,,N[C@@H](CCNCC1CCCCC1)C(=O)N1CCCCC1,IC50,'=',496000.0,nM,,Inactive
CHEMBL317950,,CC1CCCN(C(=O)[C@@H](N)CCNCc2ccc(Cl)cc2)C1,IC50,'>',500000.0,nM,,Inactive
CHEMBL2385285,,N#C[C@@H]1CCCN1C(=O)CNC(=O)COc1cccc2ccccc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL2385283,,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1cc2ccccc2[nH]1,IC50,'>',100000.0,nM,,Inactive
CHEMBL3804996,,Cc1cc(C(F)(F)F)nc2c3c(nn12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,IC50,'=',1.9,nM,,Active
CHEMBL3806021,,Cc1ccnc2c3c(nn12)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,IC50,'=',0.6,nM,,Active
CHEMBL3804994,,Cc1ccnc2c3c(nn12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,IC50,'=',54.0,nM,,Active
CHEMBL3805871,,N[C@H]1C[C@@H](N2Cc3nn4ccc(C(F)(F)F)nc4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',1.1,nM,,Active
CHEMBL3806216,,N[C@H]1C[C@@H](N2Cc3nn4cccnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,IC50,'=',0.7,nM,,Active
CHEMBL3806029,,Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,IC50,'=',0.7,nM,,Active
CHEMBL3632867,,CC[C@@H](C)[C@H](N)C(=O)N1CC(F)(F)C[C@H]1C#N,IC50,'=',0.8,nM,,Active
CHEMBL3806026,,N[C@H]1C[C@@H](N2Cc3nn4cccnc4c3C2)CC[C@@H]1c1cc(F)ccc1F,IC50,'=',7.3,nM,,Active
CHEMBL3329696,,Cc1cc(N2CCC[C@@H](N)C2)c2c(n1)n(C)c(=O)n2Cc1ccccc1C#N,IC50,'>',100000.0,nM,,Inactive
CHEMBL280658,,N[C@H](C(=O)N1CCC(F)(F)C1)C1CCCCC1,IC50,'=',73.0,nM,,Active
CHEMBL184636,,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1ccccc1)Cc1cc(F)c(F)cc1F,IC50,'=',19.0,nM,,Active
CHEMBL36020,,NCc1c(N)nc(-c2ccccc2)nc1-c1ccc(Cl)cc1Cl,IC50,'=',10.0,nM,,Active
CHEMBL232586,,CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1noc(C2(C)CCCCC2)n1,IC50,'=',95.0,nM,,Active
CHEMBL2425073,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)c(Cl)cc1F,IC50,'=',48.0,nM,,Active
CHEMBL425584,,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccc1)Cc1ccccc1F,IC50,'=',90.0,nM,,Active
CHEMBL564043,,CS(=O)(=O)c1ccccc1C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cccc(Cl)c1,IC50,'=',14.0,nM,,Active
CHEMBL560183,,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1cc(Cl)ccc1Cl)Cc1ccccc1F,IC50,'=',24.0,nM,,Active
CHEMBL2159190,,CNc1nc2c(c(-c3cc(F)ccc3Br)c1CN)c(=O)n(C)c(=O)n2C,IC50,'=',2.8,nM,,Active
CHEMBL379948,,C[C@H]1CC[C@@H](C#N)N1C(=O)CNC12CC3CC(CC(C3)C1)C2,IC50,'>',30000.0,nM,,Inactive
CHEMBL208964,,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1Cc2ccc(Cl)cc2C1,IC50,'=',50.0,nM,,Active
CHEMBL209710,,Cc1nc2ccc(-c3ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N4CC[C@H](F)C4)cc3)cn2n1,IC50,'=',22.0,nM,,Active
CHEMBL236923,,N[C@H]1CN(c2cc(-c3ccc(F)cc3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',51.0,nM,,Active
CHEMBL230283,,C[C@@H]1C(=O)N(C(C)(C)C)CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,IC50,'=',9.6,nM,,Active
CHEMBL391721,,NCCCC[C@H](N)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,IC50,'=',117000.0,nM,,Inactive
CHEMBL3680629,,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1cc(C#N)cc3ccccc13)c(=O)n2C,IC50,'=',6.0,nM,247266,Active
CHEMBL404030,,O=C(c1nc2ccccc2s1)[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,IC50,'=',30.0,nM,,Active
CHEMBL4873862,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C(=O)O)ccc2Br)c1=O,IC50,'=',13.0,nM,,Active
CHEMBL272114,,Cn1cnc2cc(C#N)c(-c3ccccc3Cl)c(CN)c21,IC50,'=',8.0,nM,,Active
CHEMBL235223,,COc1cc([C@H]2CC[C@H]([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CCC(F)(F)C3)CC2)nc(OC)n1,IC50,'=',1900.0,nM,,Inactive
CHEMBL1182947,,O=C([C@@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,IC50,'=',55000.0,nM,,Inactive
CHEMBL539611,,N[C@@H](CC(=O)N1CCCCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,IC50,'=',70.0,nM,,Active
CHEMBL461913,,N#C[C@@H]1CCCCN1C(=O)[C@@H](N)CCCCN,IC50,'=',51000.0,nM,,Inactive
CHEMBL459438,,C[C@@H](O)[C@H](N)C(=O)N1CCCC1,IC50,'=',98000.0,nM,,Inactive
CHEMBL504506,,N[C@H](Cc1cc(F)ccc1F)c1ccc(Br)cc1,IC50,'=',1300.0,nM,,Inactive
CHEMBL471544,,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCCCNC(=O)OCc1ccccc1,IC50,'=',35.0,nM,,Active
CHEMBL250147,,N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1Cn1ccnc1)Cc1cc(F)c(F)cc1F,IC50,'=',2.0,nM,,Active
CHEMBL395798,,C[C@@H]1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)[C@H](Cc2ccccc2F)C(=O)N1,IC50,'=',2.77,nM,,Active
CHEMBL230496,,C[C@@H]1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)[C@H](C)C(=O)N1,IC50,'=',15.1,nM,,Active
CHEMBL2022515,,COc1cccc(S(=O)(=O)NCC(=O)N2CCC[C@H]2C#N)c1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2022516,,N#C[C@@H]1CCCN1C(=O)CNC(=O)CN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2022522,,CC(C)(C)OC(=O)N1CCN(c2cn(CC(=O)NCC(=O)N3CCC[C@H]3C#N)nn2)CC1,IC50,'>',100000.0,nM,,Inactive
CHEMBL233685,,CCc1nnc2n1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2,IC50,'=',37.0,nM,,Active
CHEMBL232845,,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(Cl)cc1F,IC50,'=',76.0,nM,,Active
CHEMBL3310990,,N=CC(C(=O)c1ccccc1)c1ccccc1,IC50,'>',100000.0,nM,,Inactive
CHEMBL100370,,N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CC=CCC1,IC50,'=',148000.0,nM,,Inactive
CHEMBL497992,,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2)CC1,IC50,'=',2.6,nM,,Active
CHEMBL3084938,,CN(C)C(=O)Nc1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)CC2)cc1,IC50,'=',26.0,nM,,Active
CHEMBL1951427,,CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(Cc3ccnc4ccccc34)c(=O)c21,IC50,'=',10.0,nM,,Active
CHEMBL1951429,,COc1cccc(C(=O)Cn2cnc3c(C#N)c(N4CCC[C@@H](N)C4)n(CC=C(C)C)c3c2=O)c1,IC50,'=',4.0,nM,,Active
CHEMBL1951607,,COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCCNCC4)n3CC=C(C)C)n(C)c2=O)c1,IC50,'=',2.0,nM,,Active
CHEMBL23223,,N[C@H](C(=O)N1CCSC1)C1CCCCC1,IC50,'=',89.0,nM,,Active
CHEMBL281561,,N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,IC50,'=',75.0,nM,,Active
CHEMBL1682985,,CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccc(-c2csnn2)cc1,IC50,'=',94.0,nM,,Active
CHEMBL263139,,CCc1nc2ccc(-c3ccccc3Cl)c(CN)c2n1C,IC50,'=',97.0,nM,,Active
CHEMBL3618140,,O=C(Nc1ccc(F)cc1)c1cnn(-c2ccccc2)c1NC(=O)C(F)(F)F,IC50,'=',1250.0,nM,,Inactive
CHEMBL3618134,,COc1ccc(-n2ncc3c(=O)n(-c4cc(C)ccn4)c(C)nc32)cc1,IC50,'=',2230.0,nM,,Inactive
CHEMBL440982,,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2c3ccccc3CN2C(=O)[C@@H](N)CCCCN)cc1,IC50,'>',500000.0,nM,,Inactive
CHEMBL2385276,,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1cncc2ccccc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL2385270,,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1ccnc2ccc(F)cc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL2069854,,N[C@@H](CC(=O)N1CCN(C(=O)c2cc3ccccc3s2)CC1)Cc1cc(F)c(F)cc1F,IC50,'=',50.6,nM,,Active
CHEMBL2069860,,N[C@@H](CC(=O)N1CCN(C(=O)c2ncc(F)cc2F)CC1)Cc1cc(F)c(F)cc1F,IC50,'=',57.4,nM,,Active
CHEMBL2178959,,CC(C)(C)OC(=O)NCc1cn([C@H]2C[C@@H](C(=O)N3CCC[C@H]3C#N)N(C(=O)CCCc3ccccc3)C2)nn1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2178956,,O=C([C@@H]1C[C@@H](n2cc(-c3ccccc3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2178967,,O=C([C@@H]1C[C@H](n2cc(-c3ccc(Br)cc3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2179407,,O=C([C@@H]1C[C@H](n2cc(C3CCCCC3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2179406,,O=C([C@@H]1C[C@H](n2cc(C3CC3)nn2)CN1C(=O)CCCc1ccccc1)N1CCCC1,IC50,'>',100000.0,nM,,Inactive
CHEMBL254648,COCHINCHINENIN B,COc1cc(OC)c(C(CCc2ccc(O)cc2OC)c2ccc(O)cc2)cc1CCC(=O)c1ccc(O)cc1,IC50,'>',36900.0,nM,,Inactive
CHEMBL235120,,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(Cl)cc1Cl,IC50,'=',23.0,nM,,Active
CHEMBL393612,,CC(=O)c1cccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)c1,IC50,'=',19.0,nM,,Active
CHEMBL237152,,C[C@@H](C1CCC(c2cccc3ncnn23)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,IC50,'=',28.0,nM,,Active
CHEMBL556979,,CN(C)C(=O)CC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,IC50,'=',2.8,nM,,Active
CHEMBL186566,,COc1ccc2c(c1)CN[C@H](C(=O)N1CCC[C@H]1C#N)C2,IC50,'=',4.0,nM,,Active
CHEMBL2159176,,Cn1c(=O)c2c(-c3ccc(F)cc3)c(CN)c(N)nc2n(C)c1=O,IC50,'=',1070.0,nM,,Inactive
CHEMBL3645495,,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CC4)c3C2)COC1c1cc(F)ccc1F,IC50,'=',1.6,nM,226308,Active
CHEMBL3680635,,CC#CCn1c(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc3ccccc3c(C)c1C#N)c(=O)n2C,IC50,'=',2.0,nM,247272,Active
CHEMBL1683505,,CCOC(=O)C(Nc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,IC50,'=',50.0,nM,,Active
CHEMBL1683508,,CC(C)[C@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,IC50,'=',1.2,nM,,Active
CHEMBL1683987,,N#Cc1ccc(-c2nnn3c2CN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC3)cc1,IC50,'=',30.03,nM,,Active
CHEMBL2147706,,O=C([C@@H]1C[C@H](N2CCN(c3nnnn3C3CCCCC3)CC2)CN1)N1CCSC1,IC50,'=',4.3,nM,,Active
CHEMBL2147772,,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccncc2)n1,IC50,'=',5.0,nM,,Active
CHEMBL2147773,,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2cccnc2)n1,IC50,'=',0.62,nM,,Active
CHEMBL3675632,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1ccccc1C#N)C1=NCCN12,IC50,'=',9.31,nM,,Active
CHEMBL4785892,,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(Cc2ccc(F)cc2Cl)n1,IC50,'>',100000.0,nM,,Inactive
CHEMBL4799823,,N#Cc1ccc(Cc2nc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)cs2)cc1,IC50,'>',100000.0,nM,,Inactive
CHEMBL1814753,,N[C@@H](CC(=O)N1CCN(C(=O)c2cccc(-c3ccccc3)c2)CC1)C(=O)N1Cc2ccccc2C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL493544,,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCCC(=O)N1Cc2ccccc2C1,IC50,'=',10.0,nM,,Active
CHEMBL469891,,CC[C@H](C)[C@H](N)C(=O)N1Cc2cccc(F)c2C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL482070,,CS(=O)(=O)N1CCCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC1,IC50,'=',3100.0,nM,,Inactive
CHEMBL511346,,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCCC1,IC50,'=',43500.0,nM,,Inactive
CHEMBL1688427,,Cc1nc(C(=O)NC2CC2)cc(-c2ccc(Cl)cc2Cl)c1CN,IC50,'<',50000.0,nM,,Inactive
CHEMBL1688429,,Cc1nc(C(=O)N2CCOCC2)cc(-c2ccc(Cl)cc2Cl)c1CN,IC50,'<',50000.0,nM,,Inactive
CHEMBL1688523,,Cc1nc(-c2ccc(Cl)cc2Cl)cc(C(=O)NC2CC2)c1CN,IC50,'>',50000.0,nM,,Inactive
CHEMBL1683487,,CCOC(=O)COc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,IC50,'=',41.0,nM,,Active
CHEMBL527424,,N[C@@H](CC(=O)N1CCC[C@H]1CO)C(=O)N1CC[C@H](F)C1,IC50,'=',9200.0,nM,,Inactive
CHEMBL430281,,NC(=O)Nc1cccc(OP(=O)(OC2=CC=CC(NC(N)=O)C2)C2CCCN2C(=O)C2CCCN2)c1,IC50,'=',2300.0,nM,,Inactive
CHEMBL2178974,,CC(C)(C)OC(=O)N1CCN(Cc2cn([C@H]3C[C@@H](C(=O)N4CCCC4)N(C(=O)CCCc4ccccc4)C3)nn2)CC1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2178977,,[N-]=[N+]=N[C@H]1C[C@@H](C(=O)N2CCCC2)N(C(=O)OCc2ccccc2)C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2058760,,O=C([C@@H]1C[C@H](N2CCN(c3nc4ccccc4[nH]3)CC2)CN1)N1CCSC1,IC50,'=',0.8,nM,,Active
CHEMBL1951438,,CC#CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3nccc4ccccc34)c(=O)c21,IC50,'=',6.0,nM,,Active
CHEMBL1951439,,CC#CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3nc(C)c4ccccc4n3)c(=O)c21,IC50,'=',9.0,nM,,Active
CHEMBL1951597,,Cn1c(=O)c2c(c(C#N)c(N3CCC[C@H](N)C3)n2Cc2ccccc2)n(C)c1=O,IC50,'=',10.0,nM,,Active
CHEMBL1951608,,CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,IC50,'=',3.0,nM,,Active
CHEMBL3805502,,N[C@H]1C[C@@H](N2Cc3nn4ccc(C(F)(F)F)nc4c3C2)CO[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',1.5,nM,,Active
CHEMBL2178957,,CC(C)(C)OC(=O)NCc1cn([C@@H]2C[C@@H](C(=O)N3CCCC3)N(C(=O)CCCc3ccccc3)C2)nn1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2086608,,NC(=O)[C@@H]1CCCN1C(=O)c1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)cc1,IC50,'=',31.0,nM,,Active
CHEMBL2418633,,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccc(Cl)c(Cl)c3)nn2)cc1,IC50,'=',10.02,nM,,Active
CHEMBL1814740,,N[C@@H](CC(=O)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)C(=O)N1Cc2ccc(F)cc2C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL2086592,,NC(=O)[C@@H]1CCCN1C(=O)CCNC(=O)c1ccc(C(F)(F)F)cc1,IC50,'=',28.0,nM,,Active
CHEMBL2086613,,N#Cc1ccc(C(=O)NCCCC(=O)N2CCC[C@H]2C#N)cc1,IC50,'=',2.3,nM,,Active
CHEMBL3093903,,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccc(F)cc1,IC50,'=',5.0,nM,,Active
CHEMBL5282933,,N[C@@H](CCNC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,IC50,'=',31.0,nM,,Active
CHEMBL5275234,,Cc1c(-c2c(S(=O)(=O)c3ccccc3)cnc3nnnn23)c(=O)n(-c2ccccc2)n1C,IC50,'=',14.0,nM,,Active
